text,Sentiment_label
@elonmusk I wonder what the Artemis 2 footage will look like?,
Live: Artemis 2 makes first crewed flyby of the Moon in 53 years - #Astronomy - https://t.co/SfEeDBHDZn,N
How to track Artemis 2 in real time - #Astronomy - https://t.co/14JDbNztsa,N
"Wow, that’s incredible. #ArtemisII #NASA",E
@lvl80waifu Artemis 2 got you hot??,
"Till date I thought only poets and artists could immortalise their love but you @astro_reid proved me wrong. 

#Carroll #ArtemisII",E
"There’s a lot wrong with our world, but space exploration is something we all seem to come together on. I hope one day we take the comradery space exploration gives us and apply it to our own planet. After all, it’s the only Earth we have. #ArtemisII",E
"@KingEduardFirst @BohemianAtmosp1 Feel free to google ""how close will Artemis 2 get to the Moon""...ok, i'll help you out: between 4,000 and 6,000 miles from the lunar surface. Does the above illustration on the left show either of those distances...?",
"Human reach the moon once again. So beautiful yet so tragic looking at the earth with all the war and genocide happening right now.

Btw biayanya misi Artemis 2 muterin bulan ini kurang lebih cuma sekitar 2 - 3 bulan MBG(?)",
Artemis 2 Live Mission Coverage https://t.co/P6oMKOLOG8,N
"Reid Wiseman, Victor Glover, Christina Koch, and Jeremy Hansen observe a total solar eclipse from space and set a new record for the greatest distance from Earth ever reached by a human, at 406,771 kilometers Artemis 2 begins its return to Earth after…  https://t.co/9y0nXp33RF",N
"3 April 2026 - 1035 GMT Launch - SLS Block 1 - Kennedy Space Center, FL, USA Artemis 2 mission to make trajectory around the Moon &amp; return. Crew: Reid Wiseman, Victor Glover, Christina Koch &amp; Canadian Jeremy Hansen. Carrying four cubesats released from ICPS Orion Stage Adapter.",N
The Artemis 2 crew have had a message from Trump but they’re coming back to earth anyway,
"The Artemis 2 astronauts with Trump, except it's because he's a rambling idiot with dementia.",
"3 April 2026 - 1035 GMT Launch - SLS Block 1 - Kennedy Space Center, FL, USA Artemis 2 mission to make trajectory around the Moon &amp; return. Crew: Reid Wiseman, Victor Glover, Christina Koch &amp; Canadian Jeremy Hansen. Also carrying four cubesats released from Orion's stage adapter.",
@pretty_airnb We reserve the energy to watch artemis 2.,
"No, this isn't from Artemis 2. The crew's lunar flyby was yesterday (April 6), and NASA hasn't released any matching footage yet—their live streams and early clips show natural-color views from the Orion capsule, not this.

This video is a CGI visualization using high-res data from NASA's Lunar Reconnaissance Orbiter (LRO), enhanced with false-color overlays for surface details. It's real data, but not a ""taken"" video from a recent mission. The ""highest quality ever"" claim is hype; LRO-based renders like NASA's ""Tour of the Moon"" have been out for years.",N
@TodayinHistory @grok was this video taken by Artemis 2 mission? Is this video even genuine?,
"The Artemis II crew sets a new record for the farthest humans from Earth, surpassing Apollo 13 at over 400,000 km. 
#ArtemisII #NASA #SpaceExploration #Apollo13 #DistanceRecord #sigmalive_english 

https://t.co/n7LFha31Wy",N
"The annoying thing about the Artemis 2 mission are the idiots on this app who have made it a life goal to police what others should or shouldn’t believe.

Who the fuck are you? You made overseer?",C
"@GraciesWorld3 Don't mind. Most ppl call that 'the dark side'. It's a good chance for everyone to remember the proper name, isn't it? #ArtemisII",
@zorobutt heyyy im on artemis 2 rn,
@Saganismm And Artemis 2 was nowhere as close to moon as this one!,
"What has this current space probe not achieved that the US space programme rather famously achieved half a century ago? Er... actually landing on the Moon. Sorry, but for all the ooing and ahing, Artemis 2 seems like a repeat performance that's not as good as the original.",S
"Please, dear American friends, remove this disgrace from the White House. Preferably before he starts World War III.
#ArtemisII",
"If you’re feeling inspired by Artemis 2, you can continue studying and researching space on your own.
Oh, and don't forget to follow these accounts on X. These are the highest-signal : official sources for real-time news and imagery, deep-dive explainers, scientists who make complex topics accessible, and stunning visual feeds. 
— The hub for Artemis updates, live mission coverage, breathtaking imagery, and everything from the Moon to deep space. Follow every sub-account they mention (rovers, telescopes, etc.).@NASA
— Real-time Starship, Falcon, Crew Dragon, and Starlink launches. Essential for the commercial side of human spaceflight.@SpaceX
— ISS live updates, spacewalks, science experiments, and Earth-from-space views.@Space_Station
— Mars rovers, planetary missions, and deep-space exploration tech.@NASAJPL
— Jaw-dropping images and discoveries from the James Webb and Hubble telescopes (early universe, exoplanets, galaxies).@NASAWebb & @NASAHubble
— X-ray views of the cosmos that reveal what visible light can't—black holes, supernovas, and more.@chandraxray
Spaceflight News & Explainers (for understanding launches, tech, and what's next)
— The gold standard for detailed live coverage, analysis, and community around every major launch (NASA + SpaceX + more). @NASASpaceflight
— ""Everyday Astronaut"" Tim Dodd: unmatched rocket science breakdowns, Starship deep dives, and accessible explanations. Elon Musk himself has recommended this one. @Erdayastronaut
— Neil deGrasse Tyson: astrophysics, cosmology, and big-picture universe talks with humor and clarity. @neiltyson
— Katie Mack (theoretical cosmologist): witty, insightful threads on black holes, the Big Bang, and the weirdness of the universe. Perfect for curious minds. @AstroKatie
— Former ISS commander: Earth photos from space, astronaut life, and inspiring science outreach. @Cmdr_Hadfield 
— Phil Plait: debunks space myths, explains headlines, and shares gorgeous imagery with a fun, no-nonsense style. @BadAstronomer
— Backyard astrophotographer delivering pro-level images of nebulae, galaxies, and the Moon. Pure eye candy for anyone setting up a telescope. @AJamesMcCarthy
— Practical stargazing tips, night sky guides, equipment advice, and what's visible tonight. @SkyandTelescope
— Trevor Jones: backyard astrophotography tutorials, gear reviews, and real results from amateur setups. @AstroBackyard
More:
@CuriosityonX 
@LensScientific 
@thecurioustales 
@zone_astronomy 
@forallcurious 
@gagan_shux",
"Artemis 2 feels like one of those moments where the old story gets re-priced. Apollo was proof, this is a bridge... and bridges matter more than headlines when you’re trying to build a real lunar program. #NASA #Artemis2",E
"The Artemis II astronauts have flown around the moon
Four NASA astronauts have now travelled further from Earth than any humans before them, as they flew around the moon during the Artemis II mission on 6 April
#NASA #ArtemisII 
https://t.co/Icue8cmQ64",N
"You know what rhymes with Artemis 2? 

A’te mɛ ni so!",
"Did the Artemis II crew see Syd Barrett while passing over the dark side of the Moon?
#ArtemisII #Pinkfloyd #Darksideofthemoon 
https://t.co/tsbFDleP2r",
Watching NASA’s live about artemis 2 is so cool 😭,E
Moon Flyby: President Trump congratulates Artemis 2 astronauts https://t.co/OiVIBDAtDr,N
"I'm going to be insufferable about a crater being named after the captain's wife and 'hey babe, i love you from the moon'.
#ArtemisII",E
Getting Existentially Kolomental looking at images from #ArtemisII,E
"🌕 Tonight Artemis II flew behind the Moon — 252,756 miles from Earth, a new human record. Today: homeward bound.

Our soundtrack: Moon and Sand — Michel Rosciglione Trio 🎵
→https://t.co/14QETd0R1e
#ArtemisII #MoonJoy #ToskyRecords #ItalianJazz",
We love the science team and dr kelsey young #artemis2,E
Artemis 2 astronauts fly around the moon in record-breaking lunar loop by NASA https://t.co/7aMQZ0RTbS,N
What I'd give to sit down with the #ArtemisII crew and talk photography with them,E
🚀 BREAKING: Artemis II Crew just shattered the distance record in a historic Moon flyby! Humanity’s return to deep space is ON. Next stop: lunar orbit &amp; beyond. The future is lunar! 🌕✨Who’s ready for Artemis III? #ArtemisII #MoonMission,N
@SomaKazima2 They putting his ass back on the Artemis 2.,
@CuriosityonX Congratulations  Artemis 2  crew 🎉🎈🍾,E
@MissRavenPliss Lovely vid - NOT from Artemis 2,
"Well what a disappointment @NASA , Artemis 2 so boring. What did you use for a camera a potato?",S
"Where No Man Has Gone Before
By Rohit Goel

As #ArtemisII, #NASA's crewed #lunarmission, surpasses the farthest distance ever travelled by humans, the milestone marks a defining moment in the new age of deep-#spaceexploration

@NASA #SpaceTechnology #Space
https://t.co/fmEcqVAaxn",
"Artemis 2 mission to the Moon is a great accomplishment for NASA, and for all mankind.",E
"Ive been watching this Artemis 2 space ship to the moon the whole journey, but can someone explain why it still only looks the same size and has the same detail as when i look out my window? 🤣
Do they not have  night vision binoculars? Zoom cameras or video? Is this a con?",S
"Remarkable achievement by #ArtemisII last night, but here's what's stuck with me. About to go into enforced radio silence, the crew say ""We love you from the moon."" MIssion Control responds ""Houston, copy."" Brutal. #LoveInSpace #NASA #Moon",
"@DschlopesIsBack Artemis 2 proves this is fake. They said it. 
First time blah blah. 
I used to think this is true but i thought the buggy was flimsy but it sure looks the part so...that was 1986. 
Now the techs are so much more and fly by is the best the americans can do. 

Gotta be fake as fuck",C
"Is it too early to vote The Moon as #RearOfTheYear 2026?

#Artemis2 #Moon",E
Not many things vividly shows you how incredible and incomparable God is like space exploration. #ArtemisII,
Crazy cuz mathematicians n scientists from nasa are working hell n back to come up w formulas and calculations to make that artemis 2 route possible n im here calculating textbook accounting problems for a living,
@AngelicaOung U seem to be a crew member at the Artemis 2 😉,
"@Rainmaker1973 Stop spreading lies. That is not a picture from Artemis 2.

Go to Nasa for the official photos:
https://t.co/2P7zXJtA5h",
LIVE View Artemis 2 Approaching to the Moon NOW! https://t.co/c9hB8lJBcm via @YouTube,N
@EuniceSeroe Stop spreading lies. This is not footage from ARtemis 2.,
@TodayinHistory Stop spreading lies. This is not from Artemis 2.,
"@StunnedD1 Stop spreading lies, this picture is not from Artemis 2.",
"The optics of this is the best, add the Artemis 2 pics of the Moon, man it's a great world and time we live in!",
"History made! 🚀 NASA’s Artemis II just completed a record-breaking moon flyby, including a stunning solar eclipse viewed from deep space. Humans have officially ventured farther than ever before! 🌕✨

#ArtemisII #MoonFlyby #SpaceExploration",N
@Mr_Ak_India Stop spreading lies. this is not from Artemis 2.,
"@rosalinda5901 Stop spreading lies, this is not a picture from Artemis 2. Go to NASA's website for the latest images, this is not on there.",
"@universalnewsx Stop spreading lies, this is not from Artemis 2.",
"From Earth's orbit to the lunar far side. 🚀

The Artemis II crew is set for an extraordinary human experience with a daring moon flyby. History is in the making.

#ArtemisII #MoonMission #NASA",N
"Nutella just made it to deep space, and it wasn't even planned. #Nutella #ArtemisII #MoonMission #SpaceNews https://t.co/DVk0VwTRq2",
"@elonmusk Cough 😷 cough 😷 far cough 😷 #ElonMusk &amp; #NASA #ArtemisII 
Interesting how the first Dog 🐶 that went into Space died because of heat and cooked within minutes ! Google it !",C
"The Artemis 2 mission also includes a laser-based communication system (O2O) capable of data rates up to 260 Mbps. Compared to radio waves, this higher bandwidth is what enables 4K videos and the high-res images

https://t.co/PHPJ7sRLii",N
"NASA Artemis 2 Moon mission makes Its Closest Approach to the Lunar Surface | CVR NEWS
#nasa #artemis2 #nasamoonmission #nasarecord #artemis2record #cvrnews #space
https://t.co/RwbuhVYD7t",N
"I hope the Artemis 2 team make it back safe. 
Reentry is so scary 

Rooting for them like mad!",E
"God bless the crew of Artemis 2 for this❤️❤️
“You shall love the Lord your God with all your heart, and with all your soul, and with all your mind.
This is the greatest and first commandment.
And a second is like it: You shall love your neighbor as yourself.”:
Matthew 22:37-39",E
I’ve figured moon deniers would even deny they’d been round the moon if it was THEM on the spacecraft. #artemis2,
@visegrad24 is this a real footage? recycled clips of artemis 2 are popping out lately.,
"Conspiracy theorists are crazy. 

Straight out calling Artemis 2 is fake..

Handle itself is apocalypse 🤣",
Artemis 2 LIVE: Solar eclipse ends for astronauts at the moon | Space https://t.co/R7SAzOay8N,N
"Definitely best face forward, as far as Earth is concerned. 

But if this face / side faced Earth it would be 30% brighter as it has no noticeable dark “sea”, Maria.
#Artemis2",N
"Very very hard. To focus. To work. To sleep. Or do anything. 
When there is so much happening onboard #Integrity.
Real-time updates, visuals, smiling astronauts, waste management troubles, laughter &amp; camaraderie. 
Showing us where humans can reach &amp; go beyond. 
 #ArtemisII",E
@mssakshinarula Amazing 🙏❤ 👏 So inspiring an will go down in History!!! #Artemis2 👩‍🚀🌚🚀,E
@elonmusk People were complaining Elon being silent on Artemis 2.,
The @NASAArtemis crew are the Americans we want to see! #ArtemisII,E
"Artemis 2 is just one of the greatest first steps in returning to human space travel, Artemis 3 next year will see a crew of astronaut's land and stay on the moon for what is at this time stated to be a whole week before making the return trip to earth.",E
"Travelling at the speed of light (187,000 miles a second) it would take you around 100,000 years to travel across our milky way .In November, Voyager 1 (launched 1977) will be ONE light day away from Earth. #artemisII #r4today #bbcbreakfast",N
The Artemis 2 happening on Easter week. Awesome!. Christ the King. I believe in God.,E
"Artemis 2 Crew Breaks Deep-Space Distance Record 
Full Story ⤵️
https://t.co/tHDEZFVXrx",N
"Artemis 2: We do this for all humanity

Retarded old conservatives that have 65 generations of inbred ancestors: Murica owns the moon",
Looks like a safe trip for Artemis 2 : electric boogaloo.,E
"@LeahCheshier Hope they get back to Earth safe. 

#Artemis2",E
@DakSouthPatriot @truestormyjoe @RamboAndFrens Green hue on the moon reported by the Artemis 2 crew earlier today!,
@TheBoyly @YusufAsunmogejo Where u see Artemis 2,
"Some people don’t believe that America sent astronauts to the Moon, but they believe that Muhammad split the Moon in half 1400 years ago just by pointing at it.
 #ArtemisII",
"Artemis II #Artemis2 Is About To Fly Around the Far Side of the #Moon What You Need to Know @TIME 
#ArtemisII #USA #astronauts #darksideofthemoon
https://t.co/zlSL2W3n1O",N
@TeslaXplored @elonmusk @wholemars He said Artemis NOT Artemis 2.,
Moon to earth sef see how they are communicating na Accra to Kumasi #ArtemisII,
"Artemis II Crew makes me believe that I can do long distance relationship 🙂‍↕️
 #ArtemisII",
I should be studying for an Art and English exam but here I am scrolling my Twitter Feed full of Artemis 2,E
"Great animation of how the gravity of earth and moon pull on artemis 2 during the mission...
#Artemis2 #gravity #nasa",E
Do the people who don't believe man has stepped foot on the moon also not believe #ArtemisII is beaming back these images as we speak? Genuinly curious.,N
"@terrikibiriti Nope. The people in orbit on the far side were further away than the people on the surface.

Artemis is making a fly-by that's going to take them round the moon at a further distance than those who were previously in orbit, allowing the crew of Artemis 2 to take the record.",N
Artemis 2: NASA establishes contact with Artemis 2 after a 40-minute blackout. » https://t.co/X1qfAJtsbq,N
"Victor Glover preached love ❤️ from space. Beautiful!

Love for God

Love for one another

Methinks, all he saw about the universe was 

Harmony

Coherence 

#Artemis2",
"Why didn't the Artemis 2 use the same tech the Chinese did to create a Halo of satellites to bounce a signal from the dark side of the Moon? 

They never lost contact with the Earth.",S
"NASA sends the first black astronaut to the deep space to pilot a spacecraft scheduled for a lunar flyby. Now he has achieved what anyone has never had in human history. Learn more here: #artemisii #nasa
https://t.co/EweyEWODVk",N
"i literally av my life paused cuz of the artemis 2 mission,i watched the live all through the night😂@NASA",E
"Captured in Kigali, Rwanda, on Sept 7, 2025, this lunar eclipse wasn’t during Artemis II, but it’s the same Moon astronauts just flew around. 🌕✨

🖼️ https://t.co/XvyKccndMe
🎟️ Code LUNAR2026 for 10% off

#ArtemisII #NASA #LunarEclipse #Astrophotography",
"Well said, waste of money, what are they looking for, that said it is amazing to see in our lifetime real time coverage #ArtemisII #MoonMission #JeremyVine",S
@marc29110768 @zone_astronomy The purpose of Artemis 2 isn't to land on the moon,N
"@terrikibiriti The Artemis 2 crew travelled beyond (behind) the Moon, so that is obviously further than the Moon's surface itself. Apollo also did this but they orbited closer to the surface in preparation for landing.",N
@naomirwolf Well the images are not from Artemis 2 but otherwise happy to oblige: “you are ill informed.” You’re welcome,
"@elonmusk US is literally powerhouse of Technology.

Historic moment when Neil Armstrong and Buzz Aldrin planted the flag on the Moon on July 20, 1969 (Apollo 11).

Hope Artemis 2 would have also have such Planned Visit to Moon 🌙. 

Congratulations to All Humans.",E
The Artemis II crew is making history beyond distance records: Victor Glover — first person of color to fly around the Moon. Christina Koch — first woman. Jeremy Hansen — first non-American. Splashdown expected April 10. What a time to be alive! #Artemis2 #SpaceHistory,E
"A message from an original Star Trekker at the moment where Science Fiction gracefully bowed out and Space Science took centre stage.
#ArtemisII #NASA",E
"@TheBishF1 @RepFine Whilst I use this Twitter account to follow the things I love Sport, Science, Nature and avoid Politics on it I however wholeheartedly agree … 
Watching the Artemis 2 broadcast on TV yesterday being interrupted with Trump, Hegseth et al made me so angry. 
To use your word Evil.",
"Artemis II just broke the record for the farthest humans have ever traveled from Earth at 252,756 miles! First crewed lunar flyby since Apollo 17 in 1972. History in the making! #Artemis2 #NASA #SpaceExploration",N
"@BigAl82065 @xMelchizedekx @Dy1anLee @KenKirtland17 The person who responded, named Alan Gravley@BigAl82065, has tried to claim that the Artemis 2 moon mission is a fake and has tried to fight &amp; threaten several people!
 because he is a Trump supporter/pro America first. Ps don't threaten people when you're wrong about something.",
"Elite society is a good-thang.. ;: l33t, is even-Hotter. #KokomoIN #ArtemisII @micjfitz @elonmusk Take over the Hacker Space in Boulder, CO and we will stop a lot of school shootings. . . I have had enough of their drug dealing and pandering for the mineral deposits they sulk, but they don't need to be entirely shut-down @DOGE  They need to e investigated , my gear I donated to them needs to be retuned and revitalised since it's been sitting there doing nothing for so many years.. Donate to a cause, sure.. but they suck, and in the spirit of admonishment I say revitalise the Hacker Space to be something kids want to endevour upon for their country's sake. @POTUS",
"Those four impact flashes they apparently saw, one each, as a greeting...how can one not get sentimental😭 #ArtemisII",E
"@NASAAdmin Wow, Artemis 2 to the far side of the moon, 252,756 miles from earth and let's not forget the roaming Nutella.",N
"Four humans, one massive leap. The Artemis II crew is officially moon-bound for a high-stakes mission to redefine deep space exploration. 🚀🌕

#ArtemisII #MoonMission #NASA",N
@amsatdl Beautiful capture. That Doppler curve is textbook clean. Amateur stations tracking Artemis-2 demonstrates how accessible space monitoring has become.,E
I am so bored of hearing about #ArtemisII it's not exactly pushing the boundaries. Yet @bbcnews seem to be literally wetting themselves over it.,S
"""We will inspire, but ultimately,  we will always choose Earth, we choose each other""

Christina Koch, 
Artemis 2 Mission, Orionkapsel,
 nach der Funkpause hinter dem Mond.",
"@lembitopik It's all fakery. 
Artemis 2 is a psy-op",C
god. 17776 day and the artemis 2 crew saying they'll always choose earth is something so poetic i can't even put it in words,E
"""What is grief, but love persevering?""

What is love, but immortalizing your friend's partner on an ancient Lunar geological feature that future generations will learn and take inspiration from?

#Wandavision #ArtemisII",E
"Seems odd in these digital times that the speech radio messages from Artemis 2 are still very low bandwidth. It must be tiring to listen to, and you’d think better quality wouldn’t cost anything really.",S
gng the artemis 2 mission actually making me emotional tf,E
"@realstewpeters @EricIdle It’s one hell of a contrast with the words, view and reflections of the @NASA #ArtemisII crew as they look back from further out in space than anyone has before at our little blue ball spinning in the blackness.",
"H.P.: Josh?  Are you there?
We’re all mooning #ArtemisII @NASA—even Rocket 🚀 and the Moonsilks like you demanded, but it’s all gone dark 🌚.  Can you hear us?  Maybe it got too loud and he’s taken his dishes out! 📡 📡 😎🐧🧊🧀
#JoshandHP 👉 https://t.co/ulyMJPW1fg",
"They've done it. The Artemis II crew have travelled further into space than any human being before them

https://t.co/2UjuCZINfA

 #artemisii #artemis #nasaartemis #nasaartemisii #nasa",N
"Next stop?

Mars

#Artemis2",N
"Artemis 2 astronauts fly around the moon in record-breaking lunar loop by NASA - SpaceArtemis 2 astronauts fly around the moon in record-breaking lunar loop by NASA - Space&lt;ol&gt;&lt;li&gt;&lt;a href="""" target=""_blank""&gt;Artemis 2 astronauts fly around the moon in re... https://t.co/aVtGpspceP",
"thinking about how iphones orbited the moon today. the apple is a reminder of how we first began to make sense of gravity. and isn’t the very understanding of this what made something like this possible today? 🥹🍎🌖

#artemisii #nasa",E
I gotta draw the artemis 2 crew,
"i can't get over the fact that a jar of nutella orbited the moon a couple of hours ago 😆￼

#artemisii #nasa",E
"This mission has brought back so many old memories I had no idea I had. I feel like a mess and I’m glad. I miss you so much Thomas, you would have loved Artemis 2. I hope you’re watching them upstairs.",E
Artemis 2 updates. Crying more. I need to watch kamen rider fourze,E
@its_Lexieroy Kelly voted against Artemis 2 project because his TDS Communist bald head is so demented a d  ow has the temarity to brag about how proud he is if the Artemis 2 Projects success.  President Trump as with  John F. Kennedy are the right stuff. Kelly is a turd in time.,
"Artemis mission gets me excited. Why? During a leadership cohort, we toured the Stennis Space Center where these rockets were being built and tested. Artemis 2 will guide this crew around the moon and back. My DNA will be on the Artemis IV landing the astronauts on the moon.",E
"Cannot believe the level of ass licking to Trump from those #Artemis astronauts last night..the Canadian one in particular- he’s trying to annex your country Ffs, wake up! #Orion #Artemis2 #Moon #Integrity",S
i dont think u understand just how much i love Interstellar and to be following the artemis 2 mission in this way feels so special ☹️☹️☹️,E
"@flatsmackin Over the weekend I posted the food list. I asked AI today:

“Based on the search results, Nutella wasn’t mentioned among the Artemis 2 food items. The closest things on board would be the nut butters, jams, honey, and cinnamon — just not Nutella itself!​​​​​​​​​​​​​​“",
What are the chances that the wake up song for #ArtemisII is Krytonite by 3 Doors Down?,
Artemis 2 astronauts fly around the moon in record-breaking lunar loop by NASA https://t.co/nChs2usEFt,
"Grew up fascinated by space and space travel. Read picture books all about space and the planets, did summer camps at Lockheed, played endless amounts of KSP while listening to Scott Manley. My life took a different path, but watching Artemis 2 reminded me of my first love.",E
"The Artemis 2 crew decided to name a bright spot on the moon after Reid Weisman's deceased wife, just humans being humans💗💗",E
Artemis 2 astronauts break record for travelling furthest from Earth https://t.co/d4uz2Vws7W,N
@SaycheeseDGTL Talk about social distancing! The #ArtemisII crew just set the all-time record for the furthest humans from Earth.  Looking good out there!,E
"After half a century, humanity is going back — but this time, not just to land… to prepare for something bigger.
 
Click the link to read more.

#ArtemisII #MoonMission #SpaceRace #Diplotic

https://t.co/lJ1GSD4qsl",N
Least we have a backup plan is Artemis 2 needs a landing strip,N
"Beautiful Easter message from Victor Glover:

#ARTEMISII #NASA #VictorGlover",N
"No, this image isn't genuine. It's not a real photo from the Artemis 2 crew (or any NASA mission). Artemis 2 launched April 1, 2026, and NASA has shared authentic high-res Moon/Earth images from Orion—mostly natural gray tones with subtle shading, no vibrant rainbow colors like this. This one is AI-generated or heavily edited for dramatic effect. Real lunar surface shots don't look like a painted map.",N
"Why is there a difference in picture quality? Because Apollo astronauts were traveling much closer to the Moon than the Orion/Artemis-2 crew. Actually, most of the Apollo program snapshots remain stunningly beautiful.
@accuweather",N
"@JSwayArt @grok, is this image genuine and was it made by Artemis 2 crew?",
i know its the physical and mental exhaustion from the past week that's making it harder to control my emotions rn but ive been crying like crazy just reading about artemis 2 and being reminded of all the love that exists here and now,E
#artemis2 trump tried to take the moment away but failed. his pathetic interview w/astronauts was too long &amp; self serving. image interviewing the first black astronaut to reach the moon while taking away black history &amp;  attacking the first black president obama. disgusting.,
"Artemis 2 astronauts have traveled farther from Earth than any people in history, breaking the 1970 record set by Apollo 13 #Artemis",N
"@elonmusk That really is blatantly misleading showing Artemis 1 footage, and most folk will think it’s the latest flyby from Artemis 2 😣
Why would @elonmusk do this 🤔🤔🤔",
"@DschlopesIsBack Fake! No one has ever landed on the moon, not even the Artemis 2.",C
I think the ‘public enthusiasm’ for #ArtemisII — for reprising what we did in May 1969 — is largely a media construct. That the mission should headline 2 days running on flagship news programmes above an extraordinarily dangerous &amp; costly war is a media choice.,S
#artemis2 #carroll Moon Crater . https://t.co/OOO5tYZYeM,
"Moon landing happened , making it a giant step in Human Kind exploration , the Artemis 2's mission wasn't to land in the moon but rather to travel the furthest distance in history and subsequently give room for future second moon landing.",N
"@BigBello8 @NASAAdmin We now have teflon because of this ongoing Artemis 2 mission. 
/s",C
"2026 is the year of space. Iron Lung, Project Hail Mary, and now we have a space capsule traveling to the moon and back with the sling shot method. Im here for it. #ironlung #projecthailmary #artemisII #Nasa",E
"I’ve gathered and visualized data from the Artemis II mission at https://t.co/AaPaPXSUV1! It’s an interactive, cockpit-style breakdown of the flight path and key milestones. Hope this helps you follow along as the crew orbits the Moon! 🚀 #nasa #artemis2 #usa @NASAArtemis @NASA",N
"Video of 'awkward silence' during Trump Artemis 2 calls goes viral
https://t.co/E91CsZAZO8",N
@SomaKazima2 He catching a ride on the Artemis 2 nothing to see here,
"Special thanks to @BBCRadio4 Today for such a substantial and engrossing piece on #ArtemisII, great reporting. #radio4today #r4today",E
Artemis 2 mission to moon feels fake and like a suicide mission.,C
"I hope this flies too. What is great here, and everything knows, with everything going wrong with the world, here's something that going right, Artemis 2, and a recap of their day in space, flying the moon. @thomasfullerNYT @kchangnyt @NYTScience @nytimes https://t.co/cNVvFcrEae",N
"artemis 2 showing just how human we are in contrast to the terrible terrible people ruining earth for everyone. this is a sign of how good we can be, we've gotten it before with apollo, and we need to push harder and harder to achieve it now than ever",E
"We can travel 384,000 km to the moon 
but not 0.5 cm between our teeth?
Priorities need a check.

#ArtemisII",S
@Truthful_ast @Lachlan_Wall01 It should end with Artemis 2 splashing down when that comes,
"Dear @NASA, can #artemisII take high resolution pictures of all the equipmens and footprints left behind at the moon from the #apollo11 mission? Thank you.",S
"Genuinely have never felt anything like the way I felt when I was showing my nearly four year old the Artemis 2 footage, and now she wants to see space herself.
@NASA I hope the crew know just how much they mean to us all 💕🥹",E
The casting director for the Artemis 2 mission cooked,C
Artemis 2 astronauts fly around the moon in record-breaking lunar loop by NASA - Space https://t.co/16kJMnwLjW,N
"Artemis 2: NASA establishes contact with Artemis 2 after 40-minute power outage
https://t.co/xZ89000bcg",N
"@latestincosmos @max33bull In other words... 

Artemis 2 is in space, so let's all make a ton of fake AI images!",C
"Weekend Update: Iran Conflict, Artemis 2 Lunar Flyby, DHS Shutdown #shorts https://t.co/jC6nZqGptZ a través de @YouTube",
@DarrenPlymouth @grok how many light seconds away is Artemis 2,N
"Pmsl, that jar of Nutella onboard Artemis 2 made the news 😂😂😂",
"@DK_free_press @folketinget @ViaRitzau @DRBreaking @tv2breaking @politiken @jyllandsposten @kristeligt @berlingske @ebbreaking @vestager Artemis 2 NASA Fake Masonic Moon Mission Exposed!
https://t.co/B6MjGxwLAV",
"If genuine deep-space telemetry shows zero effects → revision needed.
Lack of real telemetry = test never occurred. Fluid + 4D current remain.
We wait.
#TrumpetCosmology #ArtemisII",
"cannot express in words how much joy Artemis 2 has brought me
the names of my loved ones travelling to the moon
picture of everything I've ever loved and everything I'll love in one frame 
the beauty of the Moon 
it's all we have
🥹🥹🥹🥹",E
"Artemis 2 looped around the moon's far side on April 6, in a nearly seven-hour encounter that gave its four astronauts views of Earth's nearest neighbor that human eyes had never seen before

https://t.co/zLXhnSds5f",N
US President Donald Trump has congratulated the four astronauts of the Artemis 2 mission and invited them to the White House after their journey to the far side of the moon. https://t.co/qoaAnXW6Eb,N
"Incredible job Orion Integrity 👏👏👏
#ElonMusk #ARTEMISII #NASA #SLS #SpaceLauncherSystem #Orion #LunarMission #ReidWiseman #VictorGlover #ChristinaKoch #JeremyHansen #LunarFlyby 
https://t.co/LGlkPSR6Yn",E
@NASA #ArtemisII Can you explain how voyager can send signals from 50yrs in the future but you lose signal from behind the moon?,S
"we live in a world where, like me last night, you could livestream a space/moon journey before bed.

albeit so flawed, i will ALWAYS be long humans.

#ArtemisII",E
"Working at #NASA won't be a joke. The precision that has to go into building and operating these things will be crazy. You can't even get "" find x"" wrong. The employees deserve their flowers. #artemisII",E
"The flyby was everything, and more. All of it, I was rivetted. From naming a crater Carroll, the group hugs, the detailed descriptions to the Nutella. All of it. The #ArtemisII crew are wonderful and the @NASA Space nerds and they're worldwide partners are magic! Thankyou x",E
"@coingecko Artemis 2, to the moon and back",E
"When the moon hits your eye from your Orion ship up high, that's a 'mare' for Artemis 2 https://t.co/Q9OQuGKRRS",E
"@NovaXSpace But did the Apollo mission really land on the moon? 
Someone please explain to me like I'm a 7 year old, if the Artemis 2 have gone further than the Apollo who are said to have landed on the moon and placed a US flag there, how the ones who didn't land there have gone far",C
"With #ArtemisII America has, in 300 years, gone from covered wagons to the far side of Moon. The scale of ambition &amp; ingenuity cannot be overstated. #TuesdayThoughts  https://t.co/Jx19LzrzBG",E
Thinking the three blokes in that Artemis 2 must be getting a bit fed up having her hair wafting around their faces all the time,
"@NASAAdmin Why didn't they land on the moon and plant the American flag there, like Neil #Armstrong did?

Is it conceivable that they  would reach such a close proximity from it, and wouldn't descend to greet him ob his ground?🤔
#ArtemisII #SpaceX #Nasa
#Misleading_Infos",C
"America, God’s own country 🇺🇸 

#ArtemisII",
Much simpler and easier representation of Artemis 2 trajectory!,N
