text,label
shrugdeaIer You realize that Artemis 2 was built entirely by large corporations right? Like NASA didn’t build it.,Neutral
"They're safely back on planet Earth after an incredible 10-day journey around the Moon! Welcome home, Artemis II crew! ArtemisII NASA",Neutral
Reminder to spam flat earthers with all the live footage of Earth from the Artemis 2 Artemise2,Neutral
"NASA just stopped talking and wondering the same thing we are, like what the actual fuck! artemis2",Critical/Skeptical
"I'm going to be insufferable about a crater being named after the captain's wife and 'hey babe, i love you from the moon'. ArtemisII",Enthusiastic
whole restaurant clapped when the capsule splashed down…humanity is really sweet sometimes pleading face artemisii,Enthusiastic
"Breaking News: The Artemis II space crew is now heading for home after completing a historic flyby of the Moon making a nearly 407,000 km trip. They are scheduled to return on Friday, April 10 (Saturday morning Singapore time). ArtemisII BreakingNews NASA SpaceExploration",Neutral
Was an awesome thing to see! Welcome back ArtemisII crew!,Enthusiastic
Godspeed crew of the Artemis II. ARTEMISII APOLLO folded hands NASA folded hands,Enthusiastic
"konstructivizm Did the have a Camera Arm ? Or is Artemis 2 so big to get a picture of all 3, Earth, Spaceship and the Moon ? Or is it a Hoax, like one AI said to 80 % after analyzing a Moon landing Picture ? winking face beaming face with smiling eyes",Conspiratorial
"This is what it's all about. The Orion capsule has successfully re-established contact with Earth, after flying by regions of the Moon that most of us have never seen (yet). earth milkyway artemis2 NASA teamwork",Neutral
jscs9747 irishpatriot91 Artemis 2 mission was fake!,Conspiratorial
And liftoff is complete for Moonbound NASAArtemis II space ship rocket ! Always amazed to follow mankind's space endeavours - the final frontier ! ArtemisII NASAKennedy,Enthusiastic
"Variety Obviously, the film's opening night competed with the first Black American pilot's successful return from the moon on Artemis2 All eyes were on that historic event. flexed biceps medium-dark skin tone United States",Enthusiastic
2020 has clouded our judgement but I think most of us in late 2016 would have preferred to be in orbit around the moon. ArtemisII milky way full moon rocket,Neutral
"Check out AROW ~ Artemis Real-time Orbit Website rocket crescent moon It's an interactive real-time visualization of telemetry from the Orion spacecraft, live right now as ArtemisII flies around the Moon!",Neutral
Welcome Home NASA's ArtemisII crew,Neutral
Welcome Home Heroes heart hands light skin tone milky way new moon ArtemisII NASA,Enthusiastic
"While everyone was watching Iran tonight four Americans quietly made history. Artemis 2 flew 252,760 miles from Earth — farther than any human has ever traveled. Beat the Apollo 13 record that stood for 56 years. Went dark behind the moon for 40 minutes with zero contact. Came back clean. Viewed parts of the lunar surface no human eyes have ever seen. Moon base next. Then Mars. America still does this better than anyone on the planet.",Enthusiastic
"Everyone, slightly smiling face Happy Thursday! Popping by to share a short video with you on NASA’S successful launch of Artemis 2, to the moon yesterday. 50 years in the making, & they’re planning the installation of a nuclear power facility in 2028; then subsequent launches from there to Mars! What an amazing time to be alive! We wish them a safe, & adventurous journey with safe return back to earth & their loved ones, & thank them for their service.",Enthusiastic
BChungus52 Marianne4Trump2 sayitnspinit 128 Billion spent on railway with literally no tracks laid. For reference it only cost 4 billion to get the Artemis 2 around the moon and back. That was Gov Newsome who is the poster-boy of the democrat party. Try again maybe?,Critical/Skeptical
"WhiteHouse NASA Artemis 2 feels like a startup demo: “We won’t land yet—but look, it orbits.”",Critical/Skeptical
"Just incredible. My boys said, how is the moon purple?! artemisII moonsighting NASA thank you MarkRober for their love of science!",Enthusiastic
"You can now say : I was alive and aware , on the day ArtemisII launched . I’ve been alive for two crewed lunar launches by NASA … First time I was 5 … Now 60 on the horizon this year. I miss the disco years in between",Enthusiastic
Everyone excitedly: How do you feel about the mission being successful? Astronaut: I just want to shit properly. artemisii,Enthusiastic
TheKevinDalton Artemis 2 is just top gun fly by in the moon…what a copout,Critical/Skeptical
Artemis 2 There should be an uninterrupted live stream of this missions available cameras.,Critical/Skeptical
"Why am I crying at Huston’s reaction to hearing they saw impact flashes?! I love witnessing genuine awe, disbelief, and excitement! Artemis2",Enthusiastic
"3am in the UK - I am committed to making sure Reid, Christina, Victor Jeremy are OK!!! NASA ArtemisII",Enthusiastic
"deaflibertarian artemis 2 is a “dry run” mission to make sure the artemis spacecraft systems, life support, new space suits all work nominally before we start our future boots on the moon. 3 is going to integrate with the lander system. 4 will put boots on the moon.",Neutral
Did d anyone else pause when the President congratulated the crew of Artemis 2 for traveling further than anyone else?,Conspiratorial
Rise is with them on this press conference loudly crying face loudly crying face loudly crying face ArtemisII,Enthusiastic
Artemis 2 100% fake staged ai bullshit. People will still trust and believe what their government tells them though and the news lol clown face ewe,Conspiratorial
I am SO happy that Artemis 2 made it back safely and I am so appreciative of the joy they brought me and the rest of the world for the last week and a half. I hope the crew that actually gets to walk on the moon is even half as kind and delightful as this crew has been red heart,Enthusiastic
I was 2 yo for Apollo 11. I have vague memories of sitting with my grandfather when Neil Armstrong stepped onto the moon. I have memories of the final Apollo flights to the moon. It's so overdue to go back. God bless the crew of ArtemisII and their support team on earth.,Enthusiastic
TeslaXplored elonmusk wholemars That's Artemis 1. IT was UNMANNED. It flew a similar path (look up the mission on the Nasa site). Artemis 2 is the MANNED trial - testing all the crew needs loads of additional functionality. Artemis 3/4 will be the first landers of this series.,Neutral
"the artemis 2 astronauts could literally say ""i love you to the moon and back"" aww",Enthusiastic
"On the bright side, Artemis 2 is going to get some lit images. Put the far side of the moon to shame.",Neutral
These were the most tense moments of re-entry for Artemis II. Falling like a rock going thousands of miles per hour. Parachutes deploy. Slow it to a gentle splash in the ocean. WOW. news space ArtemisII,Enthusiastic
"Best visual depiction of the ArtemisII flyby of the Moon that I've seen. In spaceflight, you're not headed ""to"" something necessarily; you're headed to where that something is going to be when you get there.",Enthusiastic
"causticbob IMAGINE NASA being one of the biggest money laundering programs on earth: They sell you ""Space"", but really give you a lot of doctored images CGI and most of the money fills the pockets of the military industrial complex their buddies! Artemis2 Satire (What Else?)",Conspiratorial
The Integrity crew will inspire entire generations flexed biceps ArtemisII America250,Enthusiastic
"Thank God that Artemis 2 didn't orbit the Moon at 110km for three or four days, like the Apollo Command Modules did, or we might have got tens of hours of useful 8K video of the Far Side of the Moon, and that would be just awful.",Critical/Skeptical
That Earth rise scene is MESMERIZIIINGGG! drooling face star-struck milky way smiling face with heart-eyes ArtemisII,Enthusiastic
We sent people to (spin around) the Moon after 54 years and nobody is giving a fuck. ArtemisII,Critical/Skeptical
Amazing! NASA ArtemisII Moon LunarMission,Enthusiastic
"""They were having such a great time with the medical team."" They are such a joyful crew! ArtemisII",Enthusiastic
The people on the Titanic got rescued faster than this... All the gear and no idea! ArtemisII Nasa ESA,Critical/Skeptical
Artemis 2 splashdown: See the astronauts return to Earth,Neutral
ABSOLUTELY! What an incredible thing to witness. Welcome home! smiling face red heart clapping hands medium skin tone man astronaut full moon ArtemisII,Enthusiastic
Did it give you a whole new perspective on humanity and Earth? globe showing Asia-Australia crescent moon crescent moon ArtemisII NASA Trending,Neutral
Artemis II launches astronauts around the moon in first deep space mission since Apollo Artemis ArtemisII ArtemisMission ArtemisIIMission,Neutral
"History is being made right now! The Artemis II mission has successfully lifted off, sending four astronauts on a 10-day journey around the Moon. Humanity is officially heading back to deep space. rocket waning gibbous moon ArtemisII NASA SpaceExploration",Neutral
Tired of Artemis2 news. Those people are not heroes. They are not going to the moon. They are woke selected people. Not the best. Not the most qualified.,Critical/Skeptical
Why do the pics from Artemis 2 look so fake?,Conspiratorial
"The Artemis II astronauts have successfully returned to Earth after a nearly 10-day lunar flyby, splashing down in the Pacific Ocean. ArtemisII SpaceExploration LunarFlyby NewsThisClick AI",Neutral
"JacobAShell Artemis 2 traces back to 1972 Shuttle dev, and more clearly Bush era stuff, but Obama continued the program even if he tried to send it to an Asteroid rather than moon",Neutral
Everyone needs to race here and see these absolutely incredible images. Pure beauty and awe!! artemisii,Enthusiastic
Welcome back to globe showing Americas ArtemisII crew! raising hands medium-dark skin tone raising hands medium-dark skin tone waxing crescent moon clapping hands medium-dark skin tone clapping hands medium-dark skin tone clapping hands medium-dark skin tone clapping hands medium-dark skin tone clapping hands medium-dark skin tone,Enthusiastic
"""NASA Faked Artemis 2 mission? Moon Hoax Theories are Exploding in 2026"" via YouTube",Conspiratorial
Google NASA A beautiful tribute to a giant leap for the 21st century. rocket full moon The Artemis II launch represents more than just a technical feat; it’s a testament to human ingenuity and our inclusive future in deep space. Godspeed to the crew on this historic 10-day journey! sparkles ArtemisII NASA,Enthusiastic
Is anyone even excited they traveling to the moon again? Artemis 2,Critical/Skeptical
Artemis 2 Live!,Neutral
"Passengers on a commercial flight captured the launch of ArtemisII on camera The plane happened to pass near the launch trajectory at the exact moment of liftoff, giving passengers a rare view of the rocket launch right from their windows. Florida",Neutral
"History in the making! full moon The Artemis II crew is closing in on the moon today for a record-breaking flyby. They’re set to travel further from Earth than any humans in history, capturing never-before-seen views of the lunar far side. ArtemisII MoonMission NASA",Neutral
Scrolling through the timeline right now brings a tear to my eye. Its so peak and full of wholesome Artemis 2 vibes!,Enthusiastic
Artemis II Launch Livestream artemis2,Neutral
"They are home loudly crying face raising hands medium-dark skin tone fire clapping hands medium-dark skin tone !!! Welcome back, you brave souls!!! I could never but good for y’all red heart red heart red heart I envy such bravery! ArtemisII",Enthusiastic
Trying to tell me the Navy can’t put up some inflatables in the water? ArtemisII,Critical/Skeptical
Shame that a dull piece of information about Artemis 2 has eclipsed anything interesting. What was the takeoff weight compared to 1st NASA Luna Orbit mission Apollo 8? What’s energy consumption of command module life support comparison?,Critical/Skeptical
"The image on the left shows the Moon’s true natural appearance, while the one on the right appears to be an enhanced interpretation. Looking forward to the Artemis II mission providing clearer insights into our nearest celestial neighbor. ArtemisII",Neutral
I don’t want this to end. The envy I feel towards those people up there right now….. ArtemisII,Enthusiastic
Artemis 2 Dedication Professional competence Teamwork Science Humility Wonderment Correct relationship between all of the above,Enthusiastic
"BarackObama NASAArtemis grok, we've had several missions to the moon before and it's likely that each time the moon was at a different distance from the earth, so how does the distance for Artemis 2 compare with distances from prior missions?",Neutral
"Goodnight everyone. God Bless the USA, our troops and everyone involved with Artemis 2 United States eagle rocket full moon Godspeed.",Enthusiastic
I really want to go to space and see the moon up close now cus the artemis 2 stuff is so cool!!,Enthusiastic
"WildBillSherman CyberPunkCortes Yeah, probably not a single 'burn mark' because they didn't enter the atmosphere at 40.000+ kmph. Katy Perry only reached an altitude of 107km for a short flight to only the edge of what we consider the boundary of space. The Artemis 2 crew returned from over 400.000km away.",Neutral
cabin pressure issues? artemis2,Neutral
Artemis 2 is now heading home red heart red heart,Neutral
So when do the astronauts get a ticker-tape parade? Proper 1960s-style. Thousands of people hanging out of every window. Streets covered in tape. They deserve it. ArtemisII,Enthusiastic
Artemis II Artemis2 Is About To Fly Around the Far Side of the Moon What You Need to Know TIME ArtemisII USA astronauts darksideofthemoon,Neutral
There’s about to be 4 people in the existence of humanity that know what the Dark Side of the Moon actually looks like this is incredible Artemis2 integrity,Enthusiastic
"BarackObama NASAArtemis As a military officer, I know bravery isn't the absence of fear, it's suiting up anyway. These four did that on a scale most of us can't fathom. Salute. saluting face rocket ArtemisII",Enthusiastic
"police car light Canada’s Jeremy Hansen speaks live from Houston following Artemis 2’s safe return to Earth “This is the furthest I've been away from Reid in a long time. Hansen says he wants shares three of the human experiences from the mission: gratitude, joy, and love. “For the last one is, I need your help for this. Come on up, here, guys. The last one is love. “What you saw was a group of people who loved contributing, having meaningful contribution, and extracting joy out of that. And the reason I had them form up here was me is because I would suggest to you that when you look up here, you're not looking at us. We are a mirror reflecting you. And if you like what you see, then just look a little deeper. This is you.”",Neutral
ArtemisII launch was spectacular. Never thought that I would live to see this twice. History in the making. Mankind is returning to the moon. The gifts that JehovahJireh has given to humanity. SpaceTravel astronaut rocket full moon red heart sparkling heart purple heart yellow heart blue heart orange heart green heart,Enthusiastic
kinda happy today knowing my tax dollars are at least funding stuff like artemis-2 in a tiny way chasing answers to why we’re even here on this planet,Enthusiastic
Good stuff. ArtemisII,Enthusiastic
konstructivizm The thing about this photo from Artemis 2 is its actually a photo of the night time side of the earth. With the proper exposure they could get this shot of the night time shot of the earth. You can see the sun light at the edge of the atmosphere on the top left.,Neutral
You can track the Artemis II mission in real-time... SpectrumNews1 Artemis2,Neutral
"greg16676935420 The purpose of the Artemis 2 mission is to serve as NASA's first crewed test flight in the Artemis program, sending four astronauts on a roughly 10-day journey around the Moon and back to Earth without landing.",Neutral
The Artemis 2 crew are really like the real life Fantatsic four,Enthusiastic
"MaryTilesTexas Oh, they go into low earth orbit. Like the shuttle and ISS, which is BELOW the van allen radiation belts. Anyone have any video/images of artemis 2 as it orbits the earth?",Conspiratorial
How Artemis 2 Commander Reid Wiseman Took His Late Wife Carroll Wiseman's Legacy to the Moon,Neutral
"Artemis 2 doing a ""slingshot"" while we supposedly landed 50 years ago? The ""lost blueprints"" excuse is nonsense. Apollo was a military PR front; today is just more of the same lack of transparency. face with raised eyebrow satellite Artemis NASA SpaceX",Conspiratorial
ErmanniMedia Lol that’s like saying you went to the moon with astronauts for Artemis 2 because they too are from earth…,Neutral
The crew of Artemis 2 are now on the dark side of the moon and have lost all contact with humanity for the next 40 mins.,Neutral
Artemis II is happening! Humans back to the Moon soon full moon rocket What's the first thing you'd do in lunar orbit? ArtemisII NASA Space,Neutral
Space is cool.. Maybe sort things out on Earth first like feeding/housing people treatments/cure for Long Covid 《Artemis 2 cost explained: Artemis II may cost over 4 billion dollars per launch is part of NASA’s 90B dollars Moon exploration program》,Critical/Skeptical
wonder if that's a false story bill. Aferall the famous jewish stature was removed from arlington at the conferate gravesites. Maybe u should explain and your silent on Mark kelly crying over white astronauts but I suspect he's really artemis 2 crew who went to moon,Conspiratorial
"HMSBritannia82 MKBHD Apollo capsules were a lot closer to the moon, son woudn't have had the same effect. NASA mentioned that the moon would have looked like holding a basketball outstretched to the Artemis 2 crew, allowing a perfect moon-eclipse.",Neutral
"NASA exciting to hear that the Artemis2 crew observed at least 4 impact flashes during solar eclipse, looking forward to hearing whether there are confirming observations from Earth-based observers. rocket",Enthusiastic
I was so happy to write this latest piece for ConversationCA about yesterday’s successful launch of the ArtemisII mission: WesternU csa asc RCGS SGRC src rsc,Enthusiastic
"April 8, 2026 Wednesday * The Artemis II astronauts completed their lunar flyby, capturing rare views of the moon’s far side — and setting a new record for spaceflight. They are now returning home and are due to splash down in the Pacific on Friday. Artemis 2 astronauts fly",Neutral
juliandorey He is busy watching the Artemis 2 psyop,Conspiratorial
NASA’s Artemis II Crew Flies Around the Moon (Official Broadcast) YouTubeより ArtemisII NASA,Neutral
space travel is so freaking cool. nasa ArtemisII,Enthusiastic
they named the bright spot on the moon after his late wife THEY NAMED THE BRIGHT SPOT ON THE MOON AFTER HIS LATE WIFE!! ArtemisII,Enthusiastic
"while the artemis 2 astronauts are celebrating earth and talking about always choosing earth, there are egotistical, parasitical creatures bombing the land and its people to hell. we don’t deserve this planet and i grieve for earth and the innocent lives and land every day.",Critical/Skeptical
"The ultimate 'how was your weekend?' flex! skull Imagine going to the Moon and coming back looking this refreshed. The vibes in this crew are unmatched. Best office view in the solar system, hands down! milky way popcorn ​ArtemisII AstronautLife NASA MoonBound TrendingNow SpaceGoals WelcomeBack",Enthusiastic
Watching the landing of Artemis 2 was incredible!! I’m so grateful to have seen that and I’m so grateful to the astronauts. Too bad it was all AI!,Enthusiastic
THE FOUR ASTRONAUTS ARE NOW OUT OF THE CAPSULE AND INTO A LIFE RAFT!!!! ArtemisII,Neutral
"rloewe65 Artemis 2 is orbiting around the Moon. It will therefore essentially go in a circle beyond the moon, and that circle is big enough that they will be beyond the moon enough that they will be further away from Earth than any previous humans have been.",Neutral
"I wonder what the people on the Artemis 2 crew have been talking about for the last few days while they've been in the ship, along with the 40 minutes they have behind the moon right now, it must be an insane sight to see",Enthusiastic
We once looked at the Moon with wonder. Now Artemis looks at it with a plan. That’s what belief can do. ArtemisII,Enthusiastic
I love the Artemis 2 astronauts. They're really courageous and smart people.,Enthusiastic
Crap! Apparently they also “destroyed all the technology” (don pettit/nasa) for working moon-shot toilets in space! artemis2 moon,Conspiratorial
It does appear as if the Artemis 2 has dropped into a stretch of ocean distinctly blue and flat.,Neutral
NASA Absolutely incredible! Excited to see humanity take the next giant leap on the Moon. full moon rocket ArtemisII MoonMission,Enthusiastic
"milouistan NASA if you're in line to vote for the artemis 2 crew to go back, STAY IN LINE",Enthusiastic
"genericmainer TheWarOwl artemis 2 boring af, we've already been there, it was a waste of money then and is a waste of money now",Critical/Skeptical
Billions in budget and they still use grok for their posts lmao NASA Moonmission ArtemisII,Critical/Skeptical
"The helicopters carrying the four Artemis 2 astronauts have landed on the deck of the recovery ship, USS John P. Murtha. They'll now head to the ship's medical bay for post-flight checks.",Neutral
The Artemis 2 landing is 10x more entertaining than SmackDown tonight. 25% tickets isn’t enough to get me in that building next Saturday,Enthusiastic
rangerstrash I was just telling my friend how I feel like crying when I think of Artemis 2,Enthusiastic
sflorimm sciencefiles Just to mention one: the service modul of Artemis 2. Germany provides technology the US cant,Neutral
":: The Artemis II crew just came back from traveling farther into space than any other humans. It’s amazing. Just thinking right now how very petty Donald Trump is. WE deserve better for ourselves, our children, and our Nation’s future. :: Artemis ArtemisII",Enthusiastic
why is nobody talking about artemis 2? I feel like that’s one of the coolest thing ever,Enthusiastic
"Looking at the earth globe showing Europe-Africa as Artemis II goes dark, we are a small planet! We need to learn to live as neighbours! ArtemisII ToBoldlyGo! victory hand dove",Enthusiastic
"Awesome, NASA proved they still have the ability to launch gigantic machines into space, 50 years after the Saturn V. Now, Artemis-2.",Enthusiastic
Ok… this Artemis 2 astronaut recovery seems… a little over-engineered? Capsule to stabilization collar to inflatable front porch to individual hoist to a Blackhawk… And that’s just so far.,Critical/Skeptical
Imagine experiencing re-entry into orbit after 10 days in space and then being expected to recalibrate to normal earth gravity at the same time you have to figure out how get your sea legs. loudly crying face ArtemisII Integrity NASA,Enthusiastic
"elonmusk Godspeed, Mr. Musk. Love our Starship! The Artemis flight videos are terrible, like the ones from Apollo 8, including the animation views of SLS flying to orbit. Apollo 8 went into Lunar orbit, Artemis 2 is looping around the moon in free trajectory, just like Apollo 13.",Critical/Skeptical
fun fact they did in fact send artemis 2 out with modern cameras!,Neutral
"On this day of celebration: brining Artemis 2 crew back home safely, we get even more good news??? Home distilling is legal now!?",Enthusiastic
Nobody: Me: THEY’RE STILL FALLING?! ArtemisII,Neutral
"KarbonVT random fun question. Is it possible to see Artemis 2 orbit the moon if conditions are right? Like time of day, weather, etc?",Neutral
Integrity incoming. ArtemisII,Neutral
"bennyjohnson You thought Artemis 2 was making us multiplanetary... My dude, it's going to do a fly by of the moon",Neutral
Artemis 2 countdown delayed? NASA's take on the latest issues facing the moon mission,Neutral
KristyT This isn’t true. SpaceX just hasn’t gone on a mission like Artemis 2 yet.,Neutral
"BarackObama NASAArtemis Thanks to Obama's gutting of NASA, Artemis 2 happened in 2026 instead of 2016.",Critical/Skeptical
welcome home artemis 2 crew you've made history!! face holding back tears,Enthusiastic
"Complex Left Earth as explorers, came back as witnesses to how fragile and beautiful it really is. globe showing Europe-Africa rocket ArtemisII",Enthusiastic
Wheels Down first 2 astronauts on deck. ArtemisII,Neutral
Ordered more Artemis 2 stuff pensive face,Enthusiastic
"Upload the last image from your camera roll, no cheating new moon face astro reid, Astro Christina, AstroVicGlover, AstroJeremy eyes ArtemisII Artemis",Enthusiastic
Dr Kelsey Young from NASA sounds exactly like Corporate Natalie from tik tok and I can't get that visual out of my head. They even look alike! artemis2,Neutral
BigBello8 NASAAdmin We now have teflon because of this ongoing Artemis 2 mission. /s,Conspiratorial
"Welcome home, heroes! The Artemis II crew's bravery and dedication have expanded our cosmic horizons. Your journey around the Moon paves the way for humanity's future in space! ArtemisII MoonMission SpacePioneers",Enthusiastic
"No guesswork. No luck. Just physics, engineering, and precision. ArtemisII",Enthusiastic
"Liftoff! What an incredible sight, humanity is heading back to the Moon after 50+ years. Godspeed to Reid, Victor, Christina, and Jeremy. Can't wait to see that lunar flyby!ArtemisII",Enthusiastic
"forallcurious The Artemis 2 crew is back! globe showing Europe-Africa Honestly, imagine the pressure of that 'How was your trip?' question. ​Friend: 'I went to Bali.' Astronaut: 'I literally did a lap around the Moon.' full moon ​Okay, you win. Welcome home! smiling face with sunglasses grinning squinting face",Enthusiastic
View of Earth from Artemis 2. Artemis2 Earth ReidWiseman,Neutral
Artemis II splashdown marks a new era for human spaceflight lunar exploration rocket ArtemisII SpaceExploration,Neutral
Artemis 2 Crew: Meet the Astronauts Flying Toward the Moon in 2026,Neutral
"The heat shield showed unexpected erosion on its uncrewed test. Life support has never run with four crew in deep space. GPS does not work past 22,000 miles. Artemis 2 tests all three with humans on board.",Neutral
MikinaakA72106 Tazerface16 artemis 2 was never a landing,Neutral
latestinspace radddd44 Goosebumps. Pure magic. Humanity is heading back to the Moon. rocket full moon ArtemisII,Enthusiastic
The world has been taken over by space whimsy. I love it. ArtemisII NASA,Enthusiastic
"Just leave God out of it. Please. This was the worst con job in history. And everyone knows it. And no amount of spiritual testimony is going to change that. We have eyes. We know what we saw. Green screen glitches. CGI footage. Stationary molded hair. Stars suddenly appearing inside the craft. It was a joke. So please just stop. For those of us who are christian’s and have been involved in church for years and years. One thing you learn about church people. They lie just like anyone else. Yes. They’ll smile and say “Praise the Lord. Amen. God is good. Great to see you, BROTHER!” But at the end of the day they are sinners just like anyone else. So spare us the religious fervor. We know what Artemis 2 is and what NASA is all about. NASA receives an avg of 70 million dollars a day from us taxpayers! And the Artemis debacle is just another way to keep that money flowing. Anyone who is fooled by it has bigger issues.",Conspiratorial
"This is just incredible. It sounds like they are starting to pick up motion while observing the Moon, I can only imagine what the photos and videos will look like. 43 minutes until LOS ArtemisII",Enthusiastic
Anyone else watching the Artemis II coverage? ArtemisII,Neutral
PsychicMediumSL good day hope you are doing well. I knew about the Artemis 2 mission to the moon. Now a week before I thought of ways to space from earth. Couple of spacecrafts cocepts appeared. thinking things only for Canada.,Enthusiastic
The word is “farthest” not “furthest” when referring to distance. ArtemisII,Neutral
EricNjiiru The Artemis 2 moon flyby mission started and will end before we kick a ball.,Neutral
Any coverage over 5 minutes prior to the launch of the Artemis 2 Is pretty much a waste of most people's time We want to see the safe launch not all the c*** that goes into it.,Critical/Skeptical
A kind man and beautiful little girl. ArtemisII,Enthusiastic
"The video is the classic ""exhausted Ben Affleck smoking"" meme, repurposed here for laughs. Artemis 2 (NASA's first crewed moon mission since Apollo) splashed down in the Pacific yesterday after a 10-day trip around the Moon. The four astronauts—Reid Wiseman, Victor Glover, Christina Koch, and Jeremy Hansen—are inside the Orion capsule, waiting for recovery teams to open the hatch and pull them out. It's basically ""bored in a spacesuit"" energy.",Neutral
Artemis II is back. First humans near the Moon in 53 years. The engineering worked. The harder question is what we do with the infrastructure now that it does. Artemis2,Critical/Skeptical
trump talking to and cheering on the artemis 2 crew as if he isn’t planning to cut the nasa budget AGAIN,Critical/Skeptical
"EddieTheArts UFOJukebox Beautiful! oncoming fist light skin tone Keep the moonshots coming . Man, I have been really enjoying the Artemis 2 coverage as well . waxing crescent moon waning crescent moon",Enthusiastic
BatmansParlay AMAZlNGNATURE It does feel different. One of the astronauts on the Artemis 2 said so. And their faces are puffier because our hearts are designed to work against gravity so more blood goes to our heads,Neutral
Congratulations to NASA and the ArtemisII crew! Welcome home.,Enthusiastic
KookCapitalLLC Apollo 8 ran this same mission and this is Artemis 2 with a completely updated system. We skipped 6 missions because we had already done them.,Neutral
I'm sorry the Artemis 2 mission is cool and all but people are so in awe on the ship and launch and all that blah blah. Those boosters are instantly garbage. Literally turned into trash. Like elon and spacex isnt reusing theirs.,Critical/Skeptical
"Four astronauts lifted off from Florida on Wednesday as the United States took its most significant step in decades toward returning humans to the Moon, marking a historic milestone in modern space exploration. Read story: NASA ArtemisII",Neutral
"Aboard Artemis 2 With wars, bombings, and killings on this planet, it’s the best time to be the farthest away from Earth as possible. A small blue planet that our stupid “leaders” keep setting on fire. IranWar‌",Neutral
Congrats to Christina Koch on making NASA history as the 1st woman that will now be traveling around the Moon! ArtemisII,Enthusiastic
Do the people who don't believe man has stepped foot on the moon also not believe ArtemisII is beaming back these images as we speak? Genuinly curious.,Neutral
"Sorry, I missed it. I was focused on the Artemis 2 launch today—a historic moment in human history. Now they are on a 10-day travel from Earth, running mathematical calculations for future missions. Hopefully, the numbers and the tactical information will help SpaceX and New Glen traverse Space more efficiently and land on the moon without any hiccups.",Enthusiastic
"rocket “Now is the beginning,” former astronaut Steve MacLean tells me following the safe return of the Artemis 2 crew. “It’s just such a sense of relief, You know, I said before, I was confident, but it's risky. “It’s just really refreshing to have good news. The fact that this kind of a program can kind of make the world think as one.”",Neutral
"NASAAdmin I don't question the Artemis 2 mission to get a closer look at the moon, but why was it necessary to have four people on board ? What exactly was the crew's purpose if it was only to take pictures ? An Optimus could have done that perfectly well.",Critical/Skeptical
"Poeslawisalive RyonWalker418 BoLoudon It is not entering lunar orbit like Apollo 8 or 10, it is doing a free return like Apollo 13. Apollo 13 closest approach to the moon was about 158 miles vs Artemis 2 whose closest approach will be about 4,700 miles. So it will be going deeper into space",Neutral
Artemis 2 splashed down safe and sound. Thank goodness SOMETHING worked.,Enthusiastic
I really want the Artemis 2 patch coz I think it would look cool with my ME andromeda one,Enthusiastic
What if Artemis 2 completely misses and they just end up floating in space forever,Neutral
We congratulate the astronauts on their return to Earth in the Artemis 2 mission. It is an unprecedented historical achievement in traversing such a great distance from planet Earth. We hope that the USA will continue to develop space travel and inspire the rest of humanity.,Enthusiastic
rocket Amazing footage double exclamation mark ArtemisII,Enthusiastic
terrikibiriti No. They landed on it Artemis 2 is going on a wide rotation around it taking them further.,Neutral
"NEWSMAX These are not Artemis 2 photos. Do your research, it's embarrassing. New photos from Artemis 2 are not out yet.",Neutral
"NASA's 10-day moon mission has officially ended with a ""bullseye landing"" NASA ArtemisII SpaceExploration MoonMission Astronomy",Neutral
The Artemis II crew is making history beyond distance records: Victor Glover — first person of color to fly around the Moon. Christina Koch — first woman. Jeremy Hansen — first non-American. Splashdown expected April 10. What a time to be alive! Artemis2 SpaceHistory,Enthusiastic
A graduate from my high school is on the Artemis 2 on his way to the moon. That’s so cool.,Enthusiastic
Saturn and Mars possibly spotted. ArtemisII,Neutral
"Voice of Victor Glover ""We've got lots of stars...there are definitely stars. It's a wicked view..."" ""It is absolutely spectacular, surreal...there's no adjective to describe what we're seeing here."" ""We can absolutely see the color of Mars. That's awesome."" smiling face with hearts ArtemisII",Neutral
I feel very parasocial with the Artemis 2 crew,Enthusiastic
11202011t Congrats Artemis 2!,Enthusiastic
"scherer karla AnthonyTom87828 Thanks, Karla!!! I watched the Artemis 2 landing!",Neutral
police car light Artemis II splashes down today after traveling farther than any humans in history. NASA hits a critical milestone for returning to the Moon. Is this the start of a new space era? ArtemisII NASA Space,Neutral
"Marswalkerr Bro this is not Artemis 2 footage, this footage has taken during Artemis 1, 2022. Elon Musk has shared old 2022 footage.",Neutral
"croftyler Well they are testing the systems artemis 2 is the fly by 3 will be the landing but with no humans to test it, then 4 will finally be landing the humans",Neutral
"""26/11 NASA's Artemis 2 mission has safely returned to Earth. (10/4/2026) a historic trip around the moon. backhand index pointing right The spacecraft Orion carried 4 astronauts on a 10 day mission, traveling hundred of thousands of miles. backhand index pointing right This is the first human mission to the moon. Since 1972.",Neutral
"Artemis 2 feels like one of those moments where the old story gets re-priced. Apollo was proof, this is a bridge... and bridges matter more than headlines when you’re trying to build a real lunar program. NASA Artemis2",Enthusiastic
The astronauts onboard the Artemis 2 are better than me cause loosing communication with earth for about an hour would send me into a anxious state Artemis2 Nasa ArtemisII,Enthusiastic
"Just lost signal from Artemis 2 as it travels around the far side of the moon. They have become the four people who have travelled further than anyone else, breaking the distance record held by Apollo 13 by about 4,000 miles.",Neutral
